iter	Passed	Remaining
1506	3384	1780
1507	3386	1778
1508	3389	1776
1509	3391	1774
1510	3393	1772
1511	3395	1769
1512	3398	1767
1513	3400	1765
1514	3403	1763
1515	3405	1760
1516	3407	1758
1517	3409	1756
1518	3411	1754
1519	3414	1751
1520	3416	1749
1521	3418	1747
1522	3420	1745
1523	3422	1742
1524	3425	1740
1525	3427	1738
1526	3430	1736
1527	3432	1734
1528	3434	1732
1529	3437	1729
1530	3439	1727
1531	3442	1725
1532	3444	1723
1533	3447	1721
1534	3449	1719
1535	3452	1717
1536	3454	1715
1537	3457	1713
1538	3460	1710
1539	3462	1708
1540	3465	1706
1541	3467	1704
1542	3469	1702
1543	3472	1700
1544	3474	1698
1545	3477	1695
1546	3479	1693
1547	3482	1691
1548	3484	1689
1549	3486	1687
1550	3489	1684
1551	3491	1682
1552	3493	1680
1553	3495	1678
1554	3497	1675
1555	3500	1673
1556	3502	1671
1557	3505	1669
1558	3507	1667
1559	3510	1665
1560	3513	1663
1561	3515	1661
1562	3518	1658
1563	3520	1656
1564	3523	1654
1565	3525	1652
1566	3528	1650
1567	3530	1648
1568	3533	1646
1569	3536	1644
1570	3539	1642
1571	3541	1640
1572	3544	1638
1573	3547	1636
1574	3549	1633
1575	3552	1631
1576	3554	1629
1577	3556	1627
1578	3558	1624
1579	3560	1622
1580	3562	1620
1581	3564	1617
1582	3567	1615
1583	3569	1613
1584	3571	1611
1585	3574	1609
1586	3576	1606
1587	3578	1604
1588	3581	1602
1589	3583	1600
1590	3585	1597
1591	3588	1595
1592	3590	1593
1593	3593	1591
1594	3595	1589
1595	3597	1587
1596	3600	1584
1597	3602	1582
1598	3605	1580
1599	3607	1578
1600	3609	1575
1601	3611	1573
1602	3613	1571
1603	3615	1569
1604	3618	1566
1605	3620	1564
1606	3622	1562
1607	3625	1560
1608	3627	1557
1609	3629	1555
1610	3631	1553
1611	3633	1550
1612	3635	1548
1613	3638	1546
1614	3640	1544
1615	3642	1541
1616	3644	1539
1617	3646	1536
1618	3648	1534
1619	3650	1532
1620	3653	1530
1621	3655	1527
1622	3657	1525
1623	3659	1523
1624	3661	1520
1625	3663	1518
1626	3665	1516
1627	3668	1514
1628	3670	1511
1629	3672	1509
1630	3674	1507
1631	3676	1504
1632	3678	1502
1633	3681	1500
1634	3683	1498
1635	3685	1495
1636	3687	1493
1637	3689	1491
1638	3691	1488
1639	3693	1486
1640	3695	1484
1641	3697	1481
1642	3699	1479
1643	3701	1477
1644	3703	1474
1645	3705	1472
1646	3708	1470
1647	3710	1467
1648	3712	1465
1649	3714	1463
1650	3716	1460
1651	3718	1458
1652	3720	1456
1653	3722	1453
1654	3725	1451
1655	3727	1449
1656	3729	1447
1657	3731	1445
1658	3733	1442
1659	3736	1440
1660	3738	1438
1661	3741	1436
1662	3743	1433
1663	3745	1431
1664	3747	1429
1665	3750	1427
1666	3752	1424
1667	3755	1422
1668	3757	1420
1669	3759	1418
1670	3761	1415
1671	3763	1413
1672	3765	1411
1673	3768	1409
1674	3770	1406
1675	3772	1404
1676	3775	1402
1677	3778	1400
1678	3780	1398
1679	3782	1395
1680	3784	1393
1681	3787	1391
1682	3789	1389
1683	3791	1386
1684	3793	1384
1685	3795	1382
1686	3797	1380
1687	3800	1377
1688	3802	1375
1689	3804	1373
1690	3806	1370
1691	3809	1368
1692	3811	1366
1693	3813	1364
1694	3815	1361
1695	3818	1359
1696	3820	1357
1697	3822	1355
1698	3824	1352
1699	3827	1350
1700	3829	1348
1701	3831	1346
1702	3833	1344
1703	3836	1341
1704	3838	1339
1705	3841	1337
1706	3843	1335
1707	3845	1332
1708	3848	1330
1709	3850	1328
